claim_amount,policy_tenure_months,premium_to_claim_ratio,previous_claims_count,previous_fraud_flag,incident_severity,hospitalization_required,police_report_filed,document_count,claim_submission_delay_days,claimant_age,claimant_gender,claimant_location,fraud_label
40638.21,52,0.31,3,0,low,0,1,4,35,46,male,Hyderabad,1
52327.92,30,2.5,3,0,medium,1,1,6,34,19,male,Pune,0
93889.16,111,1.41,4,0,low,0,0,7,1,26,female,Mumbai,1
101103.24,15,2.02,3,0,low,0,1,4,57,73,male,Chennai,1
31981.48,106,0.97,6,1,medium,0,1,1,59,57,female,Pune,1
39376.36,27,1.38,0,0,medium,0,1,1,32,67,female,Mumbai,0
29855.46,15,0.89,1,0,low,1,0,1,53,53,male,Bengaluru,1
58103.74,33,2.37,7,0,low,0,1,0,24,46,male,Delhi,1
82307.74,18,1.72,7,0,high,0,1,4,6,19,male,Mumbai,1
28162.09,49,1.76,6,0,low,0,1,1,50,52,male,Hyderabad,1
40357.55,40,2.45,2,0,low,1,1,1,31,66,female,Delhi,0
111715.77,64,2.31,3,1,low,1,1,5,57,30,female,Delhi,0
6779.75,65,2.04,0,0,low,0,1,2,13,48,female,Bengaluru,1
55831.58,1,0.5,2,0,medium,0,1,6,29,43,male,Chennai,1
85675.41,15,1.01,5,0,medium,1,1,1,40,72,female,Delhi,1
18904.03,20,0.8,2,0,medium,0,1,2,8,28,female,Hyderabad,0
6637.51,24,2.01,3,0,medium,0,1,0,60,24,other,Mumbai,0
17446.44,12,1.62,0,0,low,0,0,4,37,31,female,Hyderabad,0
110339.96,38,0.53,3,0,medium,0,1,0,10,27,female,Hyderabad,0
2101.91,66,1.37,5,0,low,0,1,1,45,71,male,Pune,0
23410.32,38,0.45,4,0,low,0,1,5,53,34,female,Chennai,1
4722.74,40,1.46,4,0,medium,0,1,7,22,40,male,Pune,1
14164.91,57,0.34,7,0,low,0,0,4,37,34,male,Delhi,1
74797.77,66,1.87,1,0,low,0,1,7,45,69,male,Hyderabad,0
29755.03,40,1.76,2,0,low,0,0,6,8,59,male,Mumbai,0
68736.23,27,2.84,4,0,medium,1,1,6,32,47,male,Bengaluru,1
71233.25,50,2.09,3,0,low,1,1,7,34,68,male,Chennai,1
102082.8,3,1.2,7,0,medium,0,1,0,18,22,female,Delhi,1
1564.23,60,2.07,0,0,medium,0,1,1,18,60,female,Pune,0
102550.97,113,0.52,0,0,medium,0,1,3,38,40,female,Pune,0
74675.17,48,0.83,2,0,low,0,1,4,45,41,female,Bengaluru,0
20366.47,13,1.73,3,0,high,0,0,7,23,27,male,Pune,1
92979.55,85,0.05,7,0,low,0,1,0,8,24,female,Pune,0
102803.49,16,1.47,3,0,high,1,1,1,47,61,female,Hyderabad,1
31257.35,24,0.79,3,0,medium,1,1,2,10,71,male,Bengaluru,1
110336.45,18,1.57,1,0,low,1,0,5,0,75,female,Delhi,0
55080.43,107,0.75,3,0,medium,0,1,7,19,33,female,Pune,0
72807.51,118,1.8,4,0,medium,1,1,7,49,66,male,Chennai,0
118173.29,69,1.51,4,1,medium,1,1,5,46,25,female,Bengaluru,1
44022.79,75,2.48,4,0,low,1,1,6,18,67,male,Mumbai,1
97765.96,78,1.5,3,0,medium,1,1,3,31,53,female,Chennai,0
38889.5,74,0.96,1,0,medium,1,1,4,58,72,female,Mumbai,0
96106.41,66,1.33,1,0,high,1,1,1,43,22,male,Bengaluru,1
72487.34,119,0.56,1,0,low,0,1,4,46,66,female,Bengaluru,1
26746.33,88,1.78,4,0,medium,0,1,2,5,47,female,Mumbai,0
50269.11,11,1.91,6,0,medium,0,0,7,14,53,male,Hyderabad,1
38798.64,48,3.23,7,0,medium,0,1,2,6,51,female,Chennai,1
10294.9,117,1.06,2,0,medium,0,1,3,59,62,female,Mumbai,0
4550.34,49,1.31,0,0,low,0,1,3,20,55,male,Pune,1
42230.96,25,1.1,5,1,medium,0,1,7,30,44,female,Mumbai,1
3265.06,105,1.65,0,0,low,0,1,7,33,45,male,Delhi,0
20693.04,75,1.77,5,0,low,1,1,3,31,22,male,Bengaluru,1
87296.82,68,1.46,3,0,medium,0,1,7,3,63,female,Delhi,1
85262.86,51,2.26,6,1,low,0,0,6,55,62,male,Pune,0
88891.07,15,1.07,5,0,low,0,1,6,23,53,male,Chennai,1
38741.23,47,2.19,5,0,low,0,0,7,56,63,female,Delhi,0
106912.32,53,1.88,3,0,medium,0,1,2,46,34,female,Delhi,1
71665.84,112,1.49,6,0,high,0,1,4,42,32,female,Bengaluru,1
15997.13,37,1.28,4,0,medium,0,0,2,42,76,female,Hyderabad,0
18102.52,18,3.2,5,0,low,0,1,2,59,78,female,Pune,1
83478.36,52,0.93,2,0,high,0,0,3,18,71,female,Hyderabad,1
21580.33,120,1.71,3,0,low,0,1,0,20,21,male,Bengaluru,0
61367.83,58,0.97,6,0,high,1,1,1,40,52,male,Bengaluru,1
119021.16,46,2.75,3,0,medium,1,1,6,14,64,male,Pune,1
1476.9,81,2.12,0,0,low,0,1,1,49,20,male,Chennai,0
2973.0,78,1.03,3,0,medium,1,1,4,1,79,male,Chennai,1
119177.07,36,1.86,3,0,low,1,1,6,54,67,female,Bengaluru,1
70572.02,117,1.68,3,0,medium,1,1,2,21,37,female,Chennai,0
16102.29,72,1.14,0,0,low,0,0,3,0,49,female,Hyderabad,0
107778.96,7,2.03,1,0,high,0,1,7,36,75,male,Hyderabad,1
105765.26,49,1.77,2,0,medium,0,1,6,16,71,male,Mumbai,1
64807.85,111,1.65,3,0,high,0,1,7,18,70,male,Chennai,0
74993.25,48,1.47,0,0,high,0,1,5,29,79,male,Pune,0
33509.28,69,1.8,3,0,low,0,1,7,35,64,male,Bengaluru,1
7011.84,74,1.66,2,1,medium,0,1,3,8,76,female,Pune,1
71753.55,85,1.54,0,0,high,1,0,4,2,78,male,Mumbai,1
36075.87,105,1.05,2,0,low,0,1,5,28,19,female,Chennai,1
79970.9,18,2.69,2,0,low,1,0,7,21,59,male,Delhi,0
100513.18,63,0.76,1,0,low,1,1,2,35,39,female,Hyderabad,0
3161.1,65,1.8,6,0,low,1,1,6,45,49,female,Pune,1
71889.94,19,1.28,0,0,high,1,1,4,37,28,female,Hyderabad,0
28522.38,81,2.73,4,0,medium,0,1,0,6,60,male,Chennai,0
104992.73,15,0.87,5,0,medium,0,1,5,60,70,female,Delhi,1
31186.08,55,0.99,6,0,high,1,1,7,43,43,male,Pune,0
73681.65,40,0.82,4,0,low,0,0,3,2,61,female,Pune,1
66871.36,19,1.73,4,0,medium,0,0,4,46,38,male,Delhi,0
48143.81,99,0.54,6,1,low,0,0,7,53,65,female,Bengaluru,1
81636.87,30,1.17,6,0,low,0,1,7,34,23,female,Bengaluru,1
87366.59,31,0.05,1,0,low,0,0,3,50,73,female,Mumbai,1
68465.6,103,1.67,6,0,low,0,1,6,54,41,female,Bengaluru,1
91252.25,106,1.15,3,0,low,0,1,5,58,49,male,Bengaluru,0
118026.63,5,0.46,0,0,medium,0,1,5,58,68,female,Delhi,1
50893.41,34,2.26,4,1,low,0,1,5,11,19,male,Mumbai,1
62235.38,86,0.58,7,0,low,0,0,2,2,77,male,Delhi,1
2483.92,94,2.06,1,0,medium,0,1,2,39,56,male,Chennai,1
95727.4,120,1.01,0,0,low,0,0,0,41,79,male,Bengaluru,1
62907.38,67,2.62,7,0,high,0,1,6,34,52,male,Pune,1
49547.41,1,2.02,4,0,high,0,1,2,14,31,female,Hyderabad,0
12194.56,105,0.79,1,0,medium,1,1,5,57,54,male,Mumbai,0
106869.11,20,0.86,6,0,medium,0,1,5,24,54,female,Chennai,1
48005.86,15,1.92,3,0,medium,1,1,5,45,76,male,Pune,0
82227.21,81,1.32,2,0,medium,0,1,6,38,54,female,Mumbai,0
18775.52,73,1.38,2,0,high,0,1,6,54,43,male,Bengaluru,1
115424.41,8,2.39,4,0,high,0,0,0,43,29,male,Hyderabad,1
22234.57,21,0.98,1,1,low,1,1,6,38,38,female,Bengaluru,1
24745.5,71,1.56,2,0,medium,0,0,1,51,54,female,Pune,1
103218.96,31,2.17,2,0,high,0,0,5,3,41,other,Hyderabad,0
109597.35,83,2.07,0,0,low,0,1,5,43,40,male,Mumbai,1
26245.54,50,1.39,6,0,medium,0,0,0,35,18,female,Delhi,1
56906.31,71,1.3,0,0,medium,1,1,2,47,77,female,Pune,1
88285.89,57,0.28,7,0,medium,1,0,7,13,70,female,Chennai,1
105525.52,44,0.76,0,1,low,0,1,1,36,34,male,Delhi,0
46107.27,42,1.72,2,0,low,0,1,1,17,26,male,Mumbai,1
62525.32,84,1.4,0,0,low,0,1,0,7,70,male,Bengaluru,1
89264.25,62,1.55,2,0,medium,1,1,1,35,70,female,Mumbai,0
88005.18,72,2.23,4,0,high,0,1,5,1,74,male,Bengaluru,1
94172.26,70,0.67,0,1,high,0,1,6,5,52,male,Bengaluru,1
68822.12,25,1.33,4,0,low,1,0,4,32,64,female,Chennai,0
13449.2,110,1.63,6,0,low,1,1,2,54,63,female,Chennai,1
108572.82,68,1.01,3,0,medium,0,1,6,43,31,female,Bengaluru,1
104003.13,87,2.5,0,0,medium,0,0,2,0,51,female,Pune,1
95973.59,106,2.14,5,0,medium,0,1,2,6,34,male,Mumbai,1
12883.63,111,1.7,1,0,low,1,1,4,26,65,female,Bengaluru,0
25323.29,81,2.76,0,0,low,0,0,1,26,79,male,Bengaluru,1
89488.44,95,0.45,3,0,medium,0,1,2,2,22,male,Bengaluru,1
3753.67,57,1.49,2,0,medium,0,1,6,15,22,male,Chennai,0
117527.73,89,1.76,0,1,low,0,1,4,7,34,male,Hyderabad,0
45880.22,39,0.86,6,0,high,0,0,7,34,25,female,Bengaluru,1
86598.19,86,1.71,4,0,medium,1,1,6,40,18,female,Pune,0
106620.96,11,0.73,7,0,high,0,1,2,23,79,male,Delhi,1
47960.96,110,1.98,3,0,medium,0,1,6,34,54,male,Mumbai,1
38976.77,30,2.24,3,0,medium,1,1,6,12,66,male,Bengaluru,1
73440.19,79,1.69,6,0,high,0,0,5,51,53,male,Bengaluru,1
70137.74,2,0.2,0,0,high,0,0,6,0,65,female,Bengaluru,1
49687.66,19,0.82,2,0,high,1,0,4,30,61,female,Bengaluru,1
72611.2,119,1.9,6,0,high,0,1,7,19,28,male,Mumbai,1
112310.38,101,1.51,2,0,medium,1,0,1,27,27,male,Mumbai,1
56649.19,27,0.05,7,0,low,0,1,3,31,48,female,Hyderabad,1
24412.32,16,2.37,2,1,low,0,1,2,39,41,female,Delhi,1
45887.51,98,1.6,3,0,high,0,0,0,56,70,female,Mumbai,0
47898.73,119,0.93,7,0,low,0,1,4,34,37,male,Hyderabad,0
16601.93,21,2.2,1,1,medium,0,0,0,13,38,female,Pune,1
20381.71,80,1.03,7,0,high,0,1,1,31,51,male,Delhi,1
82462.89,35,1.02,0,0,high,0,1,6,31,30,female,Chennai,0
41397.85,90,1.75,2,1,high,0,1,1,52,72,male,Delhi,1
114632.91,51,2.75,4,0,medium,1,1,6,34,18,female,Hyderabad,1
29988.01,16,2.64,4,0,medium,0,1,0,52,71,male,Delhi,1
12772.02,39,1.75,7,0,high,0,0,3,39,57,female,Bengaluru,1
90667.04,65,1.82,7,1,low,0,1,0,34,73,male,Delhi,1
105843.29,96,2.05,5,0,low,0,1,0,20,36,female,Delhi,0
34095.49,3,0.62,5,0,high,0,1,6,15,74,male,Delhi,0
25048.48,115,1.95,2,0,medium,0,1,0,6,72,female,Hyderabad,1
23106.17,78,0.99,6,0,medium,0,1,7,33,46,male,Chennai,0
63119.46,106,1.72,5,0,low,0,1,4,56,35,female,Delhi,0
56741.58,112,1.34,0,0,medium,0,1,3,0,30,female,Delhi,0
31873.34,19,1.85,6,0,high,1,0,7,58,27,male,Delhi,1
6375.6,12,1.58,2,0,medium,0,0,3,52,54,male,Chennai,1
58297.47,94,0.05,3,0,low,0,1,3,26,78,male,Bengaluru,0
115160.55,23,1.63,3,0,medium,0,1,3,19,53,male,Bengaluru,1
78649.78,18,1.95,6,0,high,1,1,5,35,78,female,Delhi,1
59965.28,57,1.81,2,0,high,0,1,6,52,65,male,Delhi,1
14172.36,110,1.43,3,0,low,0,1,4,1,61,male,Bengaluru,0
31039.92,96,2.65,0,0,medium,0,1,2,27,63,male,Chennai,1
36078.1,63,1.72,2,0,low,0,1,7,2,76,male,Hyderabad,0
92011.62,24,1.81,0,0,medium,0,1,4,39,72,male,Pune,0
105328.58,41,2.23,4,0,low,0,1,6,4,28,female,Mumbai,1
108295.38,83,1.75,7,0,medium,1,0,3,19,54,male,Chennai,0
118163.66,19,0.87,3,0,medium,1,1,1,45,47,female,Pune,0
117901.64,63,0.05,7,0,low,0,0,7,45,73,female,Bengaluru,1
114406.9,2,1.17,7,0,low,0,0,5,13,30,male,Delhi,1
9546.83,40,2.03,0,0,low,0,1,2,31,69,female,Mumbai,0
17397.43,30,1.25,4,0,low,0,0,6,11,48,female,Bengaluru,0
37231.52,82,2.06,4,0,medium,0,1,0,36,76,female,Bengaluru,1
66794.89,110,1.6,3,0,low,1,0,7,0,67,male,Chennai,0
12540.37,18,2.4,6,1,low,0,1,4,49,39,female,Chennai,1
101649.84,96,1.29,3,0,high,0,1,4,1,71,male,Hyderabad,0
74393.99,79,1.83,0,0,low,0,0,0,37,29,female,Delhi,1
65541.36,117,1.85,4,0,high,1,1,1,24,18,male,Chennai,1
20672.05,110,2.55,1,0,medium,0,0,5,13,49,male,Chennai,0
31137.4,13,0.31,2,1,medium,1,1,4,33,42,female,Hyderabad,1
20077.13,90,1.18,4,0,medium,1,0,1,8,25,male,Bengaluru,1
102380.05,72,2.09,5,0,low,0,1,5,35,80,male,Mumbai,0
70523.12,14,2.58,2,0,high,0,1,5,39,20,female,Delhi,1
88480.4,31,1.67,3,0,high,0,1,2,27,55,male,Mumbai,1
36227.91,112,1.3,0,0,low,0,1,5,22,34,male,Mumbai,0
45179.06,66,2.03,3,1,medium,0,1,7,28,36,male,Mumbai,1
49177.74,41,2.11,4,0,medium,0,1,3,58,31,female,Delhi,1
91441.78,39,1.25,4,0,high,1,1,1,45,42,female,Chennai,1
92910.01,101,1.73,2,0,high,1,1,7,0,60,female,Mumbai,1
25610.81,35,2.33,0,0,low,0,1,7,17,38,female,Mumbai,0
113043.12,20,2.82,4,0,high,0,0,3,1,63,female,Pune,1
15357.99,69,2.02,5,0,high,0,0,3,14,46,female,Mumbai,0
107638.53,120,1.53,0,0,medium,0,0,6,47,67,female,Delhi,1
12947.08,22,1.46,4,0,low,0,1,0,52,46,female,Delhi,1
32480.24,31,1.89,0,0,high,0,1,2,27,41,female,Delhi,0
101730.95,57,1.42,3,0,medium,1,0,4,42,49,male,Mumbai,1
22359.56,24,1.63,5,1,low,0,1,5,22,61,male,Delhi,1
50214.58,79,0.76,5,0,high,1,1,5,29,47,male,Bengaluru,0
54533.26,31,2.41,5,0,medium,0,1,2,50,75,female,Pune,0
30185.82,16,0.7,6,0,high,0,1,6,16,50,female,Hyderabad,1
85519.18,32,1.2,1,0,medium,1,1,5,19,36,female,Mumbai,0
102308.82,112,1.57,6,1,low,0,0,4,8,19,female,Pune,0
105074.44,113,2.89,2,0,high,0,1,7,13,42,female,Mumbai,1
41379.34,61,1.2,2,0,medium,1,0,0,2,21,female,Bengaluru,0
64171.2,49,1.03,6,1,medium,0,0,5,49,20,female,Bengaluru,1
30560.36,99,1.11,2,0,low,0,1,7,51,41,male,Pune,1
30130.78,24,2.66,0,0,low,0,1,5,25,36,female,Delhi,0
20189.23,79,0.05,5,0,medium,0,1,4,36,73,male,Mumbai,1
112862.26,82,0.8,5,0,low,0,0,2,15,63,male,Hyderabad,1
106670.67,86,3.41,4,0,high,1,1,2,2,67,male,Mumbai,1
93505.69,27,1.91,1,1,high,0,1,4,31,52,male,Hyderabad,1
62601.72,86,0.73,5,0,medium,0,1,7,9,24,male,Bengaluru,1
59382.34,74,1.47,1,0,low,0,1,3,51,71,male,Hyderabad,1
64039.73,106,1.55,4,0,medium,0,1,0,17,49,female,Bengaluru,0
64851.59,21,2.09,4,0,low,1,1,3,44,45,male,Pune,1
52713.01,74,2.79,6,0,high,0,1,0,16,56,female,Bengaluru,1
16678.83,100,1.77,7,0,medium,0,1,7,7,28,male,Delhi,1
15954.0,34,1.12,1,0,high,0,1,4,33,48,other,Chennai,1
114317.72,90,2.05,0,0,low,1,1,1,11,56,female,Delhi,1
58361.66,12,1.01,4,0,low,0,1,4,24,61,female,Mumbai,1
114431.46,87,0.78,7,0,high,0,0,4,17,49,female,Pune,1
20465.65,73,0.27,1,1,medium,1,1,4,53,80,female,Chennai,1
66975.57,24,0.4,3,0,high,0,1,4,30,80,male,Mumbai,1
25718.35,8,0.87,3,0,high,0,1,7,43,24,male,Chennai,1
31128.97,90,0.68,2,0,medium,1,0,6,35,23,female,Pune,1
4576.49,29,1.72,5,1,medium,1,1,2,55,50,male,Pune,1
15155.44,60,0.66,2,0,medium,0,1,1,26,70,male,Chennai,1
110104.96,8,0.05,3,0,high,1,0,7,52,50,female,Delhi,0
39262.43,116,0.77,6,0,high,0,1,5,54,31,male,Bengaluru,1
73367.38,66,1.17,3,0,low,1,1,0,56,53,female,Pune,1
56336.68,112,1.08,0,0,medium,0,0,4,42,77,male,Mumbai,0
48653.7,20,2.56,7,1,low,0,1,0,59,28,male,Pune,0
64294.44,25,1.07,2,0,medium,0,1,0,45,46,male,Mumbai,1
23281.43,74,2.12,6,0,high,1,1,1,19,58,female,Mumbai,1
118643.86,73,1.49,6,0,high,1,1,2,9,42,female,Delhi,1
98378.64,95,1.47,4,0,low,0,1,0,12,20,female,Mumbai,0
89252.14,112,0.92,0,0,low,0,1,6,34,60,male,Delhi,1
56782.36,99,1.46,7,0,low,0,1,3,10,64,male,Hyderabad,1
19192.38,17,0.96,5,0,low,0,1,4,14,59,female,Pune,1
110559.24,38,1.62,3,0,low,1,1,6,38,59,male,Hyderabad,1
41625.06,110,1.33,6,0,high,0,1,6,20,59,male,Delhi,0
6962.7,66,0.84,6,0,low,1,1,6,41,38,male,Bengaluru,1
41746.04,105,2.19,6,0,low,1,1,1,60,19,female,Chennai,1
95540.39,68,1.8,1,0,medium,0,1,5,5,80,male,Chennai,1
75102.34,6,1.19,5,0,low,0,1,7,39,30,male,Hyderabad,0
90349.79,57,1.6,2,0,low,1,1,0,50,70,female,Hyderabad,1
95442.61,99,1.44,0,0,high,1,1,6,8,52,female,Pune,0
26222.6,79,0.89,2,0,low,1,1,6,47,51,female,Delhi,1
110930.21,16,1.55,0,0,low,0,1,6,30,19,female,Bengaluru,1
53120.76,26,1.07,0,0,medium,0,0,3,38,80,female,Bengaluru,1
77042.62,103,0.84,5,0,low,1,1,1,3,51,female,Hyderabad,1
1274.74,118,0.36,4,0,low,0,1,5,26,70,female,Bengaluru,1
119210.85,91,1.25,3,0,low,0,1,4,22,67,male,Delhi,1
34426.67,12,1.9,1,0,low,1,1,5,9,26,male,Hyderabad,1
8385.51,75,1.01,6,0,high,0,0,2,46,77,female,Chennai,1
55533.18,100,3.26,5,0,low,0,1,1,30,55,female,Chennai,0
16354.58,77,2.12,4,0,low,0,1,7,53,29,male,Bengaluru,1
19126.88,72,2.41,1,0,low,1,0,4,9,54,female,Pune,0
76241.65,57,2.06,0,0,high,0,0,6,44,56,female,Hyderabad,0
47758.36,30,2.8,0,1,low,0,1,7,36,59,male,Chennai,0
110700.44,34,0.95,0,0,high,1,1,3,39,38,female,Pune,1
38979.62,90,0.05,7,0,low,0,1,2,18,77,male,Mumbai,1
87415.44,9,1.19,2,1,high,0,1,7,42,32,female,Delhi,1
55870.83,11,1.89,5,0,low,1,1,5,15,48,other,Mumbai,1
79534.2,48,1.61,7,0,low,0,0,5,46,70,female,Bengaluru,1
72363.75,93,1.69,7,0,medium,1,1,7,26,22,female,Bengaluru,1
57261.29,79,2.42,2,0,low,1,0,1,29,43,female,Mumbai,1
114057.27,71,1.77,3,0,medium,0,0,2,35,48,male,Chennai,1
41782.92,65,2.06,3,0,medium,0,0,0,5,66,female,Mumbai,1
22091.02,14,0.84,0,0,medium,0,1,3,22,67,male,Pune,0
81693.19,40,0.73,6,0,low,0,1,3,12,68,female,Hyderabad,1
101674.9,10,2.63,4,0,medium,0,1,3,58,40,female,Mumbai,1
5790.2,91,1.57,2,0,low,0,1,1,25,48,female,Mumbai,0
54506.29,91,1.06,4,0,high,1,1,6,0,19,male,Chennai,1
107206.04,31,1.07,5,0,medium,0,1,3,1,69,male,Chennai,1
90204.62,36,1.05,0,0,medium,1,0,3,55,37,male,Pune,1
119025.12,39,1.0,5,0,high,0,1,6,9,47,male,Pune,1
64238.24,107,0.6,6,0,medium,0,1,3,0,60,male,Hyderabad,1
79539.49,59,0.45,5,0,medium,0,1,7,12,66,male,Bengaluru,1
36995.15,92,1.36,4,0,low,0,1,1,13,23,female,Delhi,0
113756.74,54,1.08,0,0,medium,0,0,6,4,66,male,Delhi,0
44593.92,84,2.28,5,0,low,0,0,7,60,41,female,Bengaluru,1
88882.77,64,1.71,6,0,low,1,1,6,3,44,male,Chennai,0
48973.68,34,1.69,3,0,high,0,1,7,44,26,female,Pune,0
67856.45,106,0.98,4,0,low,0,1,5,51,63,female,Mumbai,0
86654.12,86,1.42,4,0,medium,1,0,4,39,47,female,Hyderabad,1
61563.16,93,1.75,0,0,low,0,1,6,8,24,female,Mumbai,0
108943.27,114,2.0,2,0,low,0,1,7,44,26,female,Hyderabad,1
50896.82,30,1.43,6,0,high,0,1,4,20,63,male,Delhi,1
78001.54,11,2.26,7,0,low,0,1,5,24,24,female,Mumbai,0
41741.13,70,1.51,2,0,medium,0,1,0,15,50,male,Bengaluru,1
49570.64,40,2.05,3,1,medium,0,1,7,47,61,female,Bengaluru,1
53365.96,53,1.16,7,0,high,0,1,6,35,75,female,Delhi,1
15971.04,29,0.23,1,0,low,0,1,1,9,27,male,Chennai,0
11915.12,48,1.69,2,0,medium,0,0,2,24,36,female,Pune,0
80431.3,48,2.01,0,0,medium,1,1,1,48,27,male,Pune,1
79006.61,43,1.9,1,0,low,0,1,2,57,73,female,Bengaluru,0
79886.26,90,1.8,5,0,low,0,1,7,57,55,female,Bengaluru,1
3352.21,72,1.26,2,0,low,1,1,3,8,79,female,Chennai,1
39859.07,57,0.94,7,0,medium,0,1,3,52,20,female,Hyderabad,0
24539.37,14,1.89,7,0,low,0,1,6,34,62,male,Hyderabad,0
93600.02,69,1.8,7,0,low,0,1,2,45,20,female,Bengaluru,0
103415.02,22,1.11,5,0,medium,1,0,7,23,24,female,Bengaluru,1
30354.96,38,2.28,5,0,medium,0,1,6,39,45,male,Hyderabad,1
80474.05,50,0.88,4,0,low,0,0,2,15,41,male,Hyderabad,0
16394.17,17,1.09,7,0,low,1,1,5,31,41,male,Pune,1
33743.15,47,2.65,0,0,low,0,1,3,13,22,female,Bengaluru,0
17499.89,33,2.11,5,0,medium,1,1,2,24,52,female,Hyderabad,1
34738.97,102,1.25,1,1,high,0,1,7,24,39,male,Pune,0
81293.65,104,1.7,2,0,medium,0,1,3,52,80,male,Hyderabad,1
109328.9,1,1.61,2,0,medium,1,0,0,38,67,male,Chennai,0
25100.17,73,0.05,4,0,low,1,0,3,39,45,male,Pune,1
65507.41,77,0.87,6,0,high,0,1,4,17,66,male,Bengaluru,0
84465.54,46,1.46,0,0,low,0,1,1,26,54,female,Delhi,1
114397.77,57,1.25,4,0,low,1,1,5,28,49,male,Delhi,1
73597.2,95,1.67,1,1,low,0,1,1,47,75,female,Bengaluru,1
31357.72,46,2.29,0,0,low,1,1,0,11,55,male,Chennai,1
75431.9,8,1.27,3,0,medium,0,1,4,3,48,female,Hyderabad,1
39138.45,45,0.76,4,0,low,0,0,1,30,53,male,Delhi,1
117159.28,31,1.73,1,0,low,1,1,6,49,67,male,Pune,0
48561.46,46,1.27,3,0,low,1,1,0,44,64,male,Hyderabad,0
82565.9,28,1.39,7,0,high,0,0,3,49,52,female,Delhi,1
3764.08,18,1.3,2,0,medium,1,1,0,23,29,female,Chennai,0
48607.31,119,3.07,7,0,high,0,1,3,13,58,male,Chennai,1
105137.81,16,0.05,6,0,high,0,1,7,40,45,female,Pune,1
73617.07,85,1.23,2,0,high,0,0,5,2,76,female,Delhi,1
53829.2,87,1.5,4,0,medium,1,0,4,54,75,male,Pune,1
112376.56,75,0.95,5,0,low,0,1,1,43,18,female,Bengaluru,0
102624.14,110,2.13,3,0,low,0,1,2,30,80,male,Chennai,1
39343.67,1,2.07,3,1,low,1,1,3,12,74,female,Bengaluru,1
65801.26,37,1.47,2,0,medium,0,0,4,15,75,female,Mumbai,1
59289.09,23,1.31,1,0,low,0,1,1,60,49,male,Hyderabad,1
76232.1,70,1.42,0,0,low,0,1,7,0,35,female,Pune,1
40759.24,77,1.43,2,0,medium,1,0,5,0,56,male,Pune,1
30060.4,108,1.45,6,0,low,0,0,2,21,73,female,Delhi,1
109607.95,46,1.37,1,0,low,1,0,0,14,46,female,Hyderabad,1
110941.07,29,1.68,1,0,low,0,0,4,41,80,female,Hyderabad,0
101355.42,111,2.03,2,0,medium,0,0,3,2,34,male,Bengaluru,0
117406.33,81,0.64,4,0,low,1,0,5,47,71,male,Hyderabad,1
89653.99,92,0.76,1,1,low,0,0,4,47,22,female,Hyderabad,1
91995.4,54,0.28,1,1,low,0,1,5,13,70,female,Bengaluru,1
91748.22,54,2.11,0,0,medium,0,1,6,35,77,female,Pune,0
58192.31,47,1.68,2,0,low,0,1,4,40,62,male,Hyderabad,0
55317.81,90,1.85,1,0,low,0,1,5,51,57,female,Bengaluru,0
29586.93,26,0.5,6,0,high,1,1,2,44,43,female,Pune,1
77733.48,118,2.75,7,0,high,0,1,7,58,73,female,Hyderabad,0
35429.1,22,1.07,2,0,low,0,1,3,7,25,male,Delhi,1
31679.2,56,1.62,0,0,low,0,1,5,37,36,male,Chennai,1
70729.4,38,2.1,0,0,low,0,0,7,47,26,male,Mumbai,1
49787.9,78,0.81,2,0,medium,0,0,2,14,35,female,Pune,1
27043.94,82,1.12,3,1,low,1,1,0,13,50,female,Delhi,1
98110.67,111,1.63,4,1,high,0,0,1,5,39,female,Delhi,0
103407.82,95,3.5,2,0,high,1,0,1,60,44,male,Hyderabad,1
20956.24,30,1.71,2,0,medium,0,0,0,52,32,female,Pune,0
1893.34,25,2.62,2,0,low,0,1,4,7,40,female,Hyderabad,0
40999.47,107,2.34,4,0,high,1,1,2,14,49,male,Pune,1
95903.79,59,1.76,5,0,medium,0,1,0,27,31,male,Hyderabad,0
100861.69,12,0.81,0,0,medium,1,1,1,54,76,male,Chennai,0
17461.16,99,2.24,3,0,low,1,1,2,50,74,female,Delhi,1
93145.97,78,0.45,5,0,medium,1,0,2,53,73,male,Hyderabad,1
14768.8,4,2.62,5,1,high,0,1,7,50,18,male,Delhi,0
47417.45,94,1.64,4,0,high,0,0,5,38,49,female,Bengaluru,0
119834.53,73,0.05,4,0,medium,0,1,5,17,68,female,Pune,1
23918.31,74,1.26,5,0,medium,1,1,5,36,39,female,Pune,1
19321.67,104,1.96,3,0,low,0,1,6,30,32,female,Delhi,0
51313.24,60,1.33,4,0,medium,0,1,2,58,56,female,Mumbai,1
74740.55,56,2.0,2,0,high,0,1,0,27,18,female,Mumbai,0
112015.19,75,0.9,3,0,medium,0,1,4,46,56,female,Delhi,1
117717.72,24,0.59,0,0,low,0,1,0,10,46,male,Bengaluru,1
9287.24,19,1.45,2,0,low,0,1,1,41,61,female,Pune,1
17421.7,102,1.52,1,0,medium,0,1,6,27,61,female,Chennai,0
95097.82,26,1.26,1,0,high,1,0,4,26,51,female,Hyderabad,1
33205.23,61,2.36,3,0,low,0,0,5,46,54,male,Hyderabad,1
106297.04,33,0.9,4,0,low,0,0,4,29,19,male,Mumbai,1
79950.94,28,1.72,7,0,high,0,1,4,3,79,male,Hyderabad,1
